name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cl_minmax
Russian Snow,Lucette Bourdin,0.189,0.0601,-26.69,0.0424,0.969,0.934,0.0975,0.0347,141.113,1
Introspection,Laraaji,0.0781,0.163,-21.924,0.0364,0.953,0.914,0.0866,0.0377,69.634,1
Stave Peak,Loscil,0.0722,0.0745,-28.469,0.0361,0.936,0.84,0.113,0.0322,72.547,1
Angle of List,Loscil,0.136,0.00215,-33.623,0.0455,0.925,0.817,0.095,0.0343,67.749,1
Poa Alpina,Biosphere,0.219,0.0304,-35.2,0.0375,0.909,0.938,0.149,0.114,130.244,1
Treefingers,Radiohead,0.165,0.146,-21.357,0.0362,0.827,0.887,0.109,0.0577,134.508,1
Yulquen,Autechre,0.417,0.111,-31.491,0.0409,0.826,0.94,0.111,0.555,148.094,1
Late October - 2005 Digital Remaster,Harold Budd,0.207,0.00769,-32.85,0.0431,0.995,0.966,0.321,0.0456,122.714,1
Pop 1,GAS,0.0748,0.041,-18.582,0.0405,0.924,0.948,0.089,0.426,82.531,1
4:14,Global Communication,0.34,0.26,-19.03,0.0352,0.933,0.845,0.675,0.0372,148.083,1
Submersible,Oneohtrix Point Never,0.164,0.382,-13.729,0.0546,0.882,0.88,0.375,0.0362,113.938,1
Harmony in Blue III,Tim Hecker,0.139,0.271,-24.554,0.0624,0.589,0.907,0.203,0.0521,72.603,1
Wisdom Eye,Alice Coltrane,0.351,0.0225,-30.405,0.0423,0.981,0.828,0.082,0.0994,80.9,1
Island No. 1,Arooj Aftab,0.141,0.289,-23.693,0.045,0.985,0.901,0.091,0.0724,101.69,1
Astrosat,Applefish,0.167,0.116,-26.544,0.0469,0.656,0.667,0.112,0.0668,88.143,1
Undercurrent,Windy & Carl,0.0862,0.222,-20.901,0.0441,0.893,0.795,0.11,0.109,202.983,1
Andromeda,Applefish,0.214,0.158,-19.16,0.0431,0.949,0.925,0.112,0.0365,71.436,1
Music for 18 Musicians: Pulses,Steve Reich,0.552,0.362,-22.932,0.0557,0.975,0.945,0.0883,0.428,109.662,1
Foil,Autechre,0.501,0.365,-15.811,0.107,0.685,0.942,0.129,0.158,124.066,1
Rasch Und Mäßig Bewegt,Asmus Tietchens,0.0897,0.383,-26.928,0.0339,0.961,0.82,0.348,0.207,174.136,1
A Rainbow in the Curved Air - Instrumental,Terry Riley,0.197,0.422,-17.453,0.0505,0.672,0.58,0.128,0.131,172.806,1
Illusion Of Time - Teodor Wolgers Rework,Daniel Avery,0.293,0.229,-17.521,0.0333,0.994,0.956,0.0758,0.0952,111.949,1
Plateau,The Orb,0.217,0.636,-14.525,0.0607,0.0147,0.422,0.303,0.0732,81.601,0
Freeze,Klaus Schulze,0.576,0.191,-14.145,0.0321,0.745,5.79e-05,0.116,0.0571,95.133,3
Forest Trails,Windy & Carl,0.137,0.209,-16.153,0.0338,0.875,0.927,0.219,0.0221,141.532,1
Hyperborea,Biosphere,0.314,0.124,-25.337,0.0514,0.677,0.849,0.0864,0.125,126.094,1
Saku,Susumu Yokota,0.39,0.155,-18.001,0.0335,0.814,0.873,0.116,0.122,118.492,1
Introspection (Edit),Laraaji,0.102,0.125,-21.786,0.0329,0.941,0.594,0.0699,0.0341,79.609,1
Quest,Brian Hodgson,0.677,0.316,-15.275,0.0455,0.813,0.831,0.0752,0.232,129.383,1
A Delicate Romance,John Foxx,0.141,0.0157,-33.886,0.0396,0.984,0.892,0.111,0.0324,141.339,1
Beethoven 250,A Winged Victory for the Sullen,0.129,0.245,-22.343,0.04,0.858,0.936,0.0625,0.0352,93.596,1
dlp 1.1,William Basinski,0.28,0.0816,-31.702,0.0406,0.973,0.938,0.105,0.0669,95.38,1
Olancha Farewell,Harold Budd,0.196,0.00687,-34.255,0.0442,0.992,0.917,0.106,0.053,72.125,1
Black White Felt,Roedelius,0.0643,0.0704,-24.653,0.039,0.654,0.767,0.0886,0.0674,65.582,1
Delta Rain Dream,Jon Hassell,0.497,0.537,-23.866,0.0487,0.924,0.849,0.104,0.146,80.002,1
Ferrum,Chihei Hatakeyama,0.23,0.168,-22.653,0.0481,0.988,0.906,0.0967,0.0908,135.059,1
Qué Más Pues?,J Balvin,0.891,0.819,-3.964,0.106,0.0261,0.000354,0.173,0.768,101.968,2
Todo De Ti,Rauw Alejandro,0.78,0.718,-3.605,0.0506,0.31,0.000163,0.0932,0.342,127.949,0
Pareja Del Año,Sebastian Yatra,0.715,0.622,-5.102,0.046,0.163,0.0,0.0948,0.808,80.015,2
Fiel,Los Legendarios,0.849,0.701,-4.407,0.06,0.407,0.0,0.112,0.505,98.005,2
Mon Amour - Remix,zzoilo,0.748,0.761,-6.621,0.102,0.122,6.56e-06,0.0984,0.362,116.041,0
Yonaguni,Bad Bunny,0.644,0.648,-4.601,0.118,0.276,0.0,0.135,0.44,179.951,0
Tiroteo - Remix,Marc Seguí,0.75,0.522,-7.018,0.0293,0.282,0.0,0.0743,0.601,110.427,2
911,Sech,0.795,0.655,-3.815,0.0422,0.076,1.76e-06,0.296,0.744,93.029,2
Hecha Pa' Mi,Boza,0.725,0.756,-5.013,0.0572,0.362,0.000685,0.103,0.828,100.07,2
Una Locura,Ozuna,0.714,0.761,-4.596,0.0427,0.139,0.00035,0.241,0.906,168.022,2
LA NOCHE DE ANOCHE,Bad Bunny,0.856,0.618,-4.892,0.286,0.0303,0.0,0.0866,0.391,81.993,0
Pepas,Farruko,0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,0
La Curiosidad,Jay Wheeler,0.845,0.677,-4.798,0.136,0.269,0.000917,0.108,0.68,90.013,2
Tú Me Dejaste De Querer,C. Tangana,0.823,0.723,-4.778,0.229,0.311,0.00315,0.0998,0.505,83.97,2
Me Rehúso,Danny Ocean,0.744,0.804,-6.327,0.0677,0.0231,0.0,0.0494,0.426,104.823,0
Hawái,Maluma,0.787,0.728,-3.455,0.389,0.189,2.29e-05,0.0629,0.545,180.066,0
Fantasias,Rauw Alejandro,0.879,0.703,-4.219,0.0701,0.143,0.0,0.0569,0.788,94.004,2
DÁKITI,Bad Bunny,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,0
Báilame - Remix,Nacho,0.646,0.865,-4.215,0.0983,0.269,4.16e-06,0.11,0.762,191.954,2
Despeinada,Ozuna,0.734,0.775,-3.855,0.0614,0.186,0.000542,0.123,0.72,166.039,2
Tal Vez,Paulo Londra,0.855,0.649,-2.443,0.151,0.25,0.0,0.0801,0.741,161.986,2
Ingobernable,C. Tangana,0.705,0.757,-5.608,0.0656,0.195,0.000228,0.0524,0.737,104.973,2
A Un Paso De La Luna,Ana Mena,0.744,0.771,-5.403,0.0531,0.394,0.0,0.292,0.954,121.968,2
Sola,Anuel AA,0.639,0.869,-4.024,0.147,0.27,0.0,0.0802,0.767,169.801,2
No Me Conoce - Remix,Jhay Cortez,0.794,0.79,-3.855,0.0599,0.144,0.0,0.0893,0.577,91.984,2
Nena Maldición (feat. Lenny Tavárez),Lenny Tavárez,0.566,0.531,-6.635,0.0716,0.192,0.0,0.179,0.367,118.96,0
Vida de Rico,Camilo,0.824,0.457,-5.428,0.0543,0.167,0.0,0.041,0.95,87.977,2
A Mí,Rels B,0.846,0.548,-6.397,0.256,0.241,0.0713,0.0419,0.516,94.925,2
Demasiadas Mujeres,C. Tangana,0.658,0.453,-7.378,0.39,0.131,0.0002,0.0848,0.358,126.043,0
El Farsante,Ozuna,0.735,0.703,-4.249,0.0611,0.2,0.0,0.259,0.323,120.007,0
Si Estuviésemos Juntos,Bad Bunny,0.672,0.594,-6.813,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,0
Mil Tequilas,Chema Rivas,0.698,0.772,-3.936,0.133,0.224,0.0,0.0957,0.284,100.103,0
Mamichula - con Nicki Nicole,Trueno,0.696,0.678,-5.893,0.0735,0.582,2.22e-06,0.134,0.346,91.985,3
LA CANCIÓN,J Balvin,0.754,0.646,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,0
Adan y Eva,Paulo Londra,0.767,0.709,-4.47,0.336,0.323,0.0,0.0676,0.72,171.993,2
Antes de Morirme (feat. Rosalía),C. Tangana,0.865,0.498,-8.882,0.168,0.0718,0.00312,0.108,0.131,97.921,0
Tusa,KAROL G,0.803,0.715,-3.28,0.298,0.295,0.000134,0.0574,0.574,101.085,2
Se Preparó,Ozuna,0.739,0.821,-4.233,0.0852,0.222,9.6e-06,0.311,0.693,171.077,2
Una Lady Como Tú,Manuel Turizo,0.788,0.477,-7.348,0.0434,0.549,0.0,0.349,0.86,94.983,2
Traicionera,Sebastian Yatra,0.775,0.679,-4.985,0.0465,0.147,0.0,0.155,0.674,91.0,2
Soltera - Remix,Lunay,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,2
Fiebre (Prod. King DouDou),Bad Gyal,0.421,0.72,-6.257,0.0571,0.266,0.0,0.225,0.24,97.998,0
11 PM,Maluma,0.777,0.712,-4.84,0.277,0.217,0.0,0.091,0.68,95.692,2
Caramelo,Ozuna,0.728,0.806,-3.766,0.0623,0.0531,0.000301,0.153,0.698,168.084,2
Morado,J Balvin,0.881,0.696,-3.838,0.0797,0.137,4.13e-05,0.0927,0.781,97.002,2
La Jeepeta - Remix,Nio Garcia,0.815,0.715,-4.65,0.207,0.3,4.83e-06,0.091,0.786,176.007,2
Callaita,Bad Bunny,0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,0
Pa Mí - Remix,Dalex,0.688,0.62,-8.029,0.22,0.753,5.32e-06,0.157,0.727,170.011,2
Criminal,Natti Natasha,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997,2
Otra vez (feat. J Balvin),Zion & Lennox,0.832,0.772,-5.429,0.1,0.0559,0.000486,0.44,0.704,96.016,2
Tutu,Camilo,0.731,0.832,-2.592,0.0503,0.273,0.0,0.0665,0.94,146.013,2
Andas En Mi Cabeza,Chino & Nacho,0.671,0.954,-1.87,0.13,0.0244,0.0,0.111,0.556,104.114,0
Relación,Sech,0.805,0.562,-3.117,0.105,0.125,4.96e-06,0.148,0.767,172.094,2
Adicto (with Anuel AA & Ozuna),Tainy,0.734,0.836,-4.803,0.0735,0.017,1.64e-05,0.179,0.623,80.002,2
Indeciso,Reik,0.738,0.748,-4.902,0.0453,0.182,0.0,0.11,0.896,94.949,2
Reggaetón Lento (Bailemos),CNCO,0.761,0.838,-3.073,0.0502,0.4,0.0,0.176,0.71,93.974,2
La Playa,Myke Towers,0.796,0.683,-2.754,0.15,0.108,0.0,0.107,0.353,140.108,0
Contando Lunares (feat. Cruz Cafuné),Don Patricio,0.856,0.523,-10.481,0.131,0.442,0.0,0.0537,0.709,105.935,2
Que Va,Alex Sensation,0.766,0.827,-3.332,0.0538,0.148,0.0,0.0518,0.831,91.03,2
Bonita,J Balvin,0.775,0.867,-1.582,0.0414,0.0132,0.00684,0.278,0.869,96.038,2
Tattoo,Rauw Alejandro,0.755,0.617,-5.144,0.182,0.0217,0.0,0.0625,0.745,193.896,2
Mala Mujer,C. Tangana,0.836,0.731,-4.572,0.133,0.238,2.19e-05,0.0698,0.473,100.974,2
Amorfoda,Bad Bunny,0.749,0.418,-7.925,0.0587,0.985,0.000126,0.0832,0.307,147.887,3
Vaina Loca,Ozuna,0.754,0.805,-4.249,0.0752,0.315,0.0,0.203,0.555,93.982,2
No Es Justo,J Balvin,0.684,0.811,-4.494,0.0714,0.161,0.000363,0.0871,0.721,87.866,2
Otro Trago,Sech,0.746,0.7,-4.669,0.341,0.136,0.000159,0.11,0.619,176.044,2
Alocao (With Bad Gyal),Omar Montes,0.673,0.752,-4.705,0.0567,0.214,1.53e-06,0.106,0.699,178.005,2
Se iluminaba,Fred De Palma,0.791,0.693,-4.98,0.0639,0.0811,0.0,0.0708,0.624,123.923,2
Me Niego (feat. Ozuna & Wisin),Reik,0.777,0.779,-4.449,0.0972,0.0543,0.0,0.636,0.768,94.023,2
Safaera,Bad Bunny,0.607,0.829,-4.074,0.379,0.0103,0.0,0.107,0.685,96.172,2
Buenos Genes,Rels B,0.804,0.535,-8.603,0.143,0.486,0.0,0.108,0.628,151.957,2
Bella,Wolfine,0.909,0.493,-6.688,0.0735,0.128,0.000147,0.127,0.844,94.016,2
Condiciones,Maikel Delacalle,0.811,0.532,-6.843,0.118,0.0613,0.0,0.261,0.569,140.01,2
Ahora Dice,Chris Jedi,0.704,0.69,-5.451,0.16,0.249,0.0,0.123,0.402,144.045,0
To My Love - Tainy Remix,Bomba Estéreo,0.764,0.59,-4.292,0.0395,0.129,0.00847,0.0851,0.281,99.996,0
Mayores,Becky G,0.745,0.836,-4.336,0.0444,0.145,0.00314,0.116,0.874,96.993,2
Secreto,Anuel AA,0.807,0.803,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987,2
Miss Lonely,Sech,0.692,0.675,-5.834,0.169,0.302,0.0,0.166,0.713,81.901,2
Ibiza,Ozuna,0.69,0.71,-5.144,0.335,0.25,0.0,0.108,0.726,192.068,2
No Te Debí Besar,C. Tangana,0.672,0.684,-5.682,0.316,0.125,0.0261,0.183,0.62,75.233,2
Sensualidad,Bad Bunny,0.807,0.681,-6.268,0.0983,0.423,0.0,0.0962,0.676,140.006,2
Felices los 4,Maluma,0.766,0.756,-5.861,0.132,0.213,0.0,0.349,0.716,94.027,2
Sin Pijama,Becky G,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,2
Escápate Conmigo (feat. Ozuna),Wisin,0.744,0.859,-3.166,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,2
Guerrera,DELLAFUENTE,0.76,0.605,-6.122,0.052,0.165,0.0,0.185,0.644,115.09,2
Ahora Me Llama,KAROL G,0.646,0.573,-5.716,0.041,0.00949,3.98e-05,0.0932,0.109,134.979,0
Usted,Juan Magán,0.712,0.833,-4.101,0.0618,0.0155,0.0,0.273,0.326,104.879,0
Perro Fiel (feat. Nicky Jam),Shakira,0.75,0.76,-4.836,0.198,0.187,0.0,0.0548,0.893,183.817,2
"Yo x Ti, Tu x Mi",ROSALÍA,0.78,0.759,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,2
Nunca Estoy,C. Tangana,0.917,0.377,-5.132,0.161,0.474,0.00367,0.298,0.398,134.994,2
Picky,Joey Montana,0.783,0.748,-4.683,0.0892,0.147,0.0,0.173,0.806,93.222,2
Quiere Beber,Anuel AA,0.773,0.57,-3.482,0.113,0.372,0.00524,0.108,0.772,95.038,2
Baila Conmigo (feat. Kelly Ruiz),Dayvi,0.745,0.972,-3.506,0.0774,0.00903,0.465,0.297,0.556,128.031,0
Te Boté - Remix,Nio Garcia,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507,2
Con Altura,ROSALÍA,0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,2
Zorra,Bad Gyal,0.637,0.65,-6.646,0.185,0.682,2.2e-06,0.0786,0.736,176.075,2
Calma - Remix,Pedro Capó,0.826,0.773,-4.218,0.0524,0.323,0.0,0.143,0.761,126.899,2
Síguelo Bailando,Ozuna,0.855,0.664,-7.11,0.0607,0.165,3.97e-05,0.0937,0.626,98.015,2
Downtown,Anitta,0.775,0.679,-4.985,0.135,0.18,7.26e-05,0.068,0.619,166.008,2
Booty,C. Tangana,0.825,0.771,-4.116,0.0805,0.0167,2.04e-06,0.0901,0.717,102.928,2
Behold Christ The Lord - Live,Ricky Dillard,0.603,0.928,-5.696,0.0946,0.195,0.0,0.943,0.564,101.952,0
Just Like God,Evvie McKinney,0.424,0.757,-4.201,0.0813,0.15,6.06e-06,0.214,0.306,154.424,0
Here We Are,Cross Worship,0.592,0.891,-4.093,0.132,0.195,0.0,0.125,0.475,119.986,0
Break Every Chain - Live,Tasha Cobbs Leonard,0.362,0.685,-6.53,0.0535,0.0155,0.0,0.569,0.161,113.023,0
Fear Is Not Welcome (with Hillary Scott),Brian Courtney Wilson,0.512,0.481,-7.833,0.0345,0.0931,0.0,0.151,0.253,129.982,0
The Table,Jonathan Traylor,0.52,0.565,-6.551,0.0325,0.0303,0.0,0.0659,0.173,96.015,0
Never Alone,Tori Kelly,0.561,0.541,-8.631,0.136,0.246,2.64e-06,0.173,0.551,90.941,2
Anyhow - Radio Edit,Tye Tribbett,0.423,0.432,-6.267,0.0384,0.573,0.0,0.0834,0.391,151.864,3
Breakthrough - Live,Ricky Dillard,0.509,0.792,-6.836,0.0626,0.23,0.0,0.851,0.256,113.875,0
Lean Back,WorshipMob,0.353,0.287,-7.838,0.0305,0.639,0.0,0.392,0.336,140.352,3
Amazing Grace,Keith & Kristyn Getty,0.283,0.145,-9.869,0.0321,0.898,0.0,0.0994,0.303,95.781,3
All Of My Help - Live,Ricky Dillard,0.444,0.869,-7.098,0.295,0.154,6.5e-06,0.709,0.441,179.795,0
The Potter's House - Live,Tramaine Hawkins,0.44,0.625,-10.405,0.143,0.705,0.0,0.697,0.581,129.083,3
Grace,Kelly Price,0.372,0.579,-5.928,0.047,0.469,0.0,0.0982,0.315,123.316,0
When Sunday Comes,Daryl Coley,0.242,0.639,-9.326,0.0826,0.319,0.0,0.202,0.234,139.606,0
Hope,Jonathan Traylor,0.868,0.761,-4.322,0.0628,0.0403,1.13e-05,0.115,0.669,118.962,2
I Need You Now,Smokie Norful,0.339,0.273,-9.945,0.0309,0.729,0.0,0.152,0.304,96.804,3
Still,Brian Courtney Wilson,0.331,0.531,-9.26,0.0743,0.514,0.0,0.0976,0.33,146.278,3
Lift Every Voice And Sing,Tasha Cobbs Leonard,0.205,0.494,-6.52,0.0323,0.757,0.0,0.16,0.208,93.357,3
So Will I (100 Billion X) - Live,Cross Worship,0.302,0.647,-6.758,0.0441,0.0619,0.0,0.117,0.271,127.065,0
You Get The Glory,Jonathan Traylor,0.31,0.347,-11.715,0.0342,0.42,0.0,0.0894,0.157,171.511,3
Center Of My Joy - Live,Richard Smallwood,0.288,0.65,-5.403,0.0385,0.485,0.0,0.632,0.33,86.644,0
You Know My Name,Tasha Cobbs Leonard,0.293,0.46,-6.992,0.0335,0.14,0.0,0.0779,0.191,97.635,0
Thank You Lord - Live / Edit,Joyous Celebration,0.665,0.616,-7.072,0.0371,0.00436,4.83e-06,0.139,0.439,117.85,0
Beautiful Scars,Merry Clayton,0.489,0.575,-6.869,0.0419,0.714,0.0,0.342,0.205,119.684,3
Inhabit Our Praise,Cross Worship,0.471,0.751,-6.162,0.0418,0.213,0.0,0.105,0.441,75.02,0
Look No Further - Radio Version,Evvie McKinney,0.404,0.697,-5.143,0.0597,0.189,0.0,0.11,0.168,72.381,0
High Up,Jonathan Traylor,0.722,0.457,-6.737,0.069,0.379,0.0,0.096,0.551,141.933,2
You Say,WorshipMob,0.416,0.626,-7.395,0.0368,0.0285,0.0,0.108,0.231,141.586,0
Faith That Conquers,Kelly Price,0.332,0.404,-5.983,0.0309,0.926,0.0,0.214,0.308,132.042,3
Gotta Believe,Tasha Cobbs Leonard,0.602,0.589,-5.778,0.0427,0.232,0.0,0.579,0.802,134.982,2
Fear Is Not Welcome,Brian Courtney Wilson,0.519,0.462,-8.488,0.0387,0.113,0.0,0.164,0.27,129.909,0
We Gon’ Be Alright,Tye Tribbett,0.826,0.524,-5.559,0.109,0.282,0.0,0.098,0.284,110.041,0
Touch The Hem Of His Garment,Merry Clayton,0.484,0.562,-5.917,0.135,0.859,0.0,0.346,0.504,100.185,3
I Trust You - Radio Edit,Jonathan Traylor,0.554,0.542,-8.722,0.0599,0.405,1.26e-05,0.109,0.291,114.782,0
Dance Party,Kelly Price,0.684,0.867,-3.379,0.0724,0.0208,0.0,0.0768,0.735,128.018,2
Do It Again,Evvie McKinney,0.422,0.48,-4.193,0.0329,0.401,0.000407,0.122,0.209,123.026,0
Same God,Cross Worship,0.494,0.601,-6.545,0.0462,0.171,0.0,0.0926,0.166,146.997,0
For Your Glory - 1 Mic 1 Take,Tasha Cobbs Leonard,0.42,0.381,-6.364,0.0431,0.871,0.0,0.119,0.39,124.855,3
Man On Fire,Idahams,0.772,0.687,-7.398,0.164,0.0445,6.22e-06,0.048,0.794,96.034,2
His Love,The Clark Sisters,0.71,0.892,-5.158,0.253,0.281,0.0,0.0576,0.762,89.893,2
Deliverance,Merry Clayton,0.517,0.625,-5.323,0.0455,0.595,0.0,0.222,0.297,139.653,3
The Victory Song - Live,Joyous Celebration,0.72,0.575,-11.598,0.0749,0.00208,2.89e-06,0.0883,0.608,130.004,2
Evidence,Cross Worship,0.228,0.559,-7.622,0.034,0.00279,0.0,0.102,0.134,144.905,0
He Did It - Live,The Brown Boyz,0.495,0.902,-4.934,0.191,0.00117,0.0,0.352,0.752,110.037,2
If He Did It Before....Same God - Live,Tye Tribbett,0.608,0.79,-5.413,0.172,0.036,3.88e-06,0.0566,0.68,159.869,2
This Is A Move - Live,Tasha Cobbs Leonard,0.245,0.723,-4.953,0.0626,0.41,3.97e-06,0.253,0.358,93.858,0
Victory,The Clark Sisters,0.365,0.712,-6.103,0.0988,0.371,0.0,0.327,0.408,119.672,0
Royalty - Live,Tasha Cobbs Leonard,0.29,0.534,-6.723,0.0508,0.185,0.0,0.113,0.222,170.336,0
Great Is Thy Faithfulness,Run51,0.193,0.479,-8.406,0.0441,0.0758,0.0,0.149,0.0799,76.667,0
Lifted,Jonathan Traylor,0.596,0.852,-7.373,0.0446,0.00954,0.000107,0.225,0.498,146.877,0
Follow God,Kanye West,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,0
Happy - Live/Remastered,Tasha Cobbs Leonard,0.401,0.885,-5.753,0.445,0.172,0.0,0.0992,0.439,172.952,0
Won't Let Me Down,Jonathan Traylor,0.66,0.591,-9.609,0.0344,0.0967,1.48e-06,0.102,0.382,134.986,0
Increase My Faith,Brian Courtney Wilson,0.77,0.687,-5.771,0.0557,0.00307,0.0,0.0693,0.666,130.006,2
God's Gonna Do It - Live,Ricky Dillard,0.5,0.984,-4.984,0.289,0.00181,1.23e-05,0.0841,0.284,159.928,0
God Has His Hands On You,The Brown Boyz,0.308,0.715,-4.635,0.0578,0.274,0.0,0.363,0.435,106.857,0
I'm Getting Ready,Tasha Cobbs Leonard,0.436,0.636,-5.065,0.0394,0.00914,0.0,0.137,0.272,93.594,0
What Can I Do - Live,Tye Tribbett,0.291,0.64,-6.269,0.0696,0.0513,0.0,0.426,0.229,82.957,0
Since He Came - Live,Ricky Dillard,0.548,0.845,-5.842,0.0766,0.018,0.0259,0.731,0.397,90.071,0
Every Hour,Kanye West,0.588,0.793,-6.23,0.0794,0.466,0.000647,0.913,0.694,76.997,2
Holy Water - Church Sessions,We The Kingdom,0.52,0.516,-7.279,0.0431,0.697,0.0,0.168,0.289,73.969,3
Let There Be Peace On Earth - Live,Ricky Dillard,0.194,0.642,-6.933,0.0574,0.365,0.0,0.712,0.264,164.546,0
Blessed & Highly Favored - Live,The Clark Sisters,0.502,0.759,-4.065,0.126,0.311,0.0,0.985,0.382,102.302,0
A Great Work,Brian Courtney Wilson,0.459,0.603,-6.664,0.0901,0.185,0.0,0.266,0.387,142.146,0
Let It Fall - Live,Tasha Cobbs Leonard,0.499,0.697,-6.796,0.09,0.116,0.0,0.401,0.435,104.2,0
There Is More,Lexi,0.578,0.474,-8.368,0.0393,0.571,0.0,0.11,0.409,119.501,3
Worth Fighting For - Live,Brian Courtney Wilson,0.284,0.497,-8.105,0.0831,0.104,0.0,0.0641,0.221,175.549,0
More Abundantly Medley - Live,Ricky Dillard,0.722,0.927,-6.515,0.08,0.00163,0.236,0.652,0.68,115.989,0
You Brought The Sunshine - Live,The Clark Sisters,0.507,0.91,-3.058,0.25,0.12,0.0,0.076,0.503,124.592,0
The Potter's House,Jerard & Jovaun,0.602,0.56,-7.418,0.0487,0.117,1.06e-05,0.136,0.671,131.979,2
In The Room,Lexi,0.551,0.651,-3.679,0.086,0.589,0.0,0.188,0.174,104.254,3
Just As Sure,Tori Kelly,0.576,0.562,-8.188,0.091,0.621,0.0,0.112,0.511,136.038,3
Put A Praise On It - Live,Tasha Cobbs Leonard,0.491,0.958,-3.649,0.141,0.00746,3.32e-05,0.649,0.344,150.101,0
Talkin' 'Bout Jesus,Gloria Gaynor,0.667,0.814,-4.556,0.0762,0.0309,0.0,0.0908,0.736,97.033,2
Ask For Rain,Gene Moore,0.321,0.486,-8.629,0.0368,0.628,0.0,0.352,0.268,121.727,3
Confidence - Live,Tasha Cobbs Leonard,0.416,0.765,-4.497,0.0691,0.0555,0.0,0.6,0.349,129.806,0
"Symphony No. 3 in A Minor, Op. 56, MWV N 18 ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai",Felix Mendelssohn,0.326,0.284,-13.131,0.0383,0.902,0.922,0.126,0.213,120.732,1
Das Rheingold: Einzug der Götter in Walhall,Richard Wagner,0.159,0.0533,-20.734,0.0346,0.97,0.834,0.0892,0.0403,75.579,1
"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro",Berliner Philharmoniker,0.345,0.266,-18.984,0.0373,0.979,0.878,0.424,0.359,139.013,1
"Symphony No.8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",Franz Schubert,0.211,0.0292,-17.376,0.0406,0.943,0.875,0.119,0.078,118.818,1
Concierto de Aranjuez for Guitar and Orchestra: 2. Adagio,Joaquín Rodrigo,0.253,0.0503,-21.59,0.0467,0.941,0.927,0.0956,0.0732,69.695,1
Equus,Eric Whitacre,0.359,0.327,-14.031,0.0409,0.904,0.837,0.0613,0.131,108.788,1
"Three Pieces for Orchestra, Op. 6 (1929 Revision): I. Präludium",Alban Berg,0.0761,0.133,-19.92,0.0354,0.921,0.918,0.377,0.0355,73.692,1
"Symphony No. 9 in E Minor, Op. 95, B. 178, ""From the New World"": IV. Allegro con fuoco",Antonín Dvořák,0.228,0.135,-17.095,0.0351,0.911,0.915,0.149,0.104,141.745,1
"Symphonie fantastique, Op. 14: Symphonie fantastique, Op. 14: IV. Marche au supplice",Hector Berlioz,0.356,0.207,-17.76,0.0388,0.95,0.914,0.0802,0.328,146.755,1
"Symphony in G Minor, Op. 6, No. 6, W. C12: I. Allegro",Johann Christian Bach,0.473,0.086,-18.985,0.0312,0.869,0.793,0.135,0.352,86.878,1
"Concerto for Orchestra, BB 123: I. Introduzione: Andante non troppo - Allegro vivace",Béla Bartók,0.157,0.0231,-25.31,0.0432,0.94,0.709,0.104,0.0366,89.027,1
"Symphony No. 8 in C Minor, WAB 108 (1890 edition, ed. L. Nowak): IV. Finale: Feierlich, nicht schnell",Anton Bruckner,0.197,0.0893,-19.377,0.0391,0.963,0.863,0.68,0.0379,112.144,1
"Beethoven: Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace",Ludwig van Beethoven,0.291,0.137,-18.344,0.0389,0.927,0.767,0.327,0.0827,102.514,1
Symphony No. 9 in D Major: I. Andante comodo,Gustav Mahler,0.173,0.0692,-20.987,0.0374,0.955,0.712,0.148,0.04,131.965,1
"La Mer, L.109: 1. From Dawn Till Noon On The Sea (De l'aube à midi sur la mer)",Claude Debussy,0.0712,0.0351,-28.064,0.0393,0.883,0.921,0.0674,0.0369,76.987,1
"Symphony No. 6 in B Minor, Op. 74, TH 30 ""Pathétique"": IV. Finale: Adagio lamentoso",Pyotr Ilyich Tchaikovsky,0.0651,0.0391,-20.793,0.0416,0.91,0.911,0.327,0.0367,74.891,1
"Symphony No.38 In D, K.504 ""Prague"": 1. Adagio - Allegro - Live",Wolfgang Amadeus Mozart,0.378,0.099,-16.893,0.0413,0.97,0.855,0.0549,0.145,73.613,1
