name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cl_minmax
Chin Check,N.W.A.,0.906,0.775,-5.775,0.268,0.0831,2.74e-05,0.15,0.838,100.054,2
The Next Episode,Dr. Dre,0.92,0.891,-2.398,0.253,0.0313,0.0,0.083,0.311,95.295,0
Down On Me,Jeremih,0.7,0.598,-7.783,0.114,0.0369,0.0,0.111,0.594,160.041,0
X Gon' Give It To Ya,DMX,0.678,0.857,-5.173,0.216,0.0325,0.0,0.0788,0.622,94.95,2
Can I Kick It?,A Tribe Called Quest,0.848,0.666,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662,2
You Can Do It,Ice Cube,0.946,0.837,-5.355,0.164,0.00084,0.0,0.0482,0.893,99.881,2
I Got 5 On It,Luniz,0.6,0.706,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,0
Grillz,Nelly,0.863,0.514,-7.243,0.249,0.0419,0.0,0.301,0.843,82.985,2
Juicy - 2007 Remaster,The Notorious B.I.G.,0.873,0.816,-4.645,0.256,0.483,0.0,0.146,0.79,96.067,2
Stronger,Kanye West,0.369,0.785,-6.269,0.2,0.00299,0.0,0.206,0.443,104.033,0
The Motto,Drake,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8,0
Tambourine,Eve,0.82,0.854,-4.153,0.22,0.239,0.0,0.359,0.574,102.623,2
Clique,Kanye West,0.71,0.555,-5.942,0.295,0.0601,0.0,0.227,0.303,109.204,0
Swimming Pools (Drank),Kendrick Lamar,0.656,0.446,-5.897,0.265,0.00695,0.000419,0.088,0.203,74.543,0
Crack A Bottle,Eminem,0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,0
Bezerk (feat. A$AP Ferg),Big Sean,0.684,0.687,-4.673,0.2,0.0164,0.0,0.253,0.265,184.026,0
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,0.833,0.619,-5.595,0.0538,0.111,2.13e-05,0.159,0.901,109.92,2
Ni**as In Paris,JAY-Z,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,2
You Be Killin Em,Fabolous,0.664,0.909,-3.552,0.22,0.444,0.0,0.525,0.557,93.977,2
BOP,DaBaby,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,2
A Milli,Lil Wayne,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,2
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,0.756,0.855,-3.529,0.0669,0.136,0.00028,0.302,0.811,99.02,2
Lollipop,Lil Wayne,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,0
My Name Is,Eminem,0.833,0.681,-6.248,0.356,0.0406,0.0,0.0926,0.839,85.497,2
Woah,Lil Baby,0.882,0.602,-5.554,0.245,0.0177,0.0,0.178,0.43,142.959,0
Angel Baby,Tech N9ne,0.701,0.606,-5.965,0.189,0.635,0.0,0.296,0.501,96.058,2
I Need A Girl PT II,Diddy,0.714,0.471,-7.392,0.483,0.421,0.0,0.0308,0.781,199.758,2
Gangsta's Paradise,Coolio,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.387,79.974,0
Guess Who's Back,Rakim,0.79,0.798,-7.456,0.267,0.0153,0.0,0.106,0.693,94.015,2
The Real Slim Shady,Eminem,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,2
Yikes,Kanye West,0.676,0.777,-3.241,0.357,0.145,0.0,0.228,0.226,173.931,0
Jerry Sprunger (with T-Pain),Tory Lanez,0.76,0.746,-5.331,0.227,0.137,0.0,0.0905,0.449,100.011,0
Hip-Hop,Dead Prez,0.583,0.543,-14.299,0.403,0.000642,0.00329,0.111,0.192,78.221,0
Follow God,Kanye West,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,0
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,0.804,0.697,-8.51,0.264,0.309,0.0,0.884,0.472,92.919,0
Juicy - 2005 Remaster,The Notorious B.I.G.,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,2
Bow Wow (That's My Name) (feat. Snoop Dogg),Bow Wow,0.92,0.677,-3.484,0.266,0.216,1.68e-06,0.0981,0.939,91.939,2
All Mine,Kanye West,0.925,0.308,-6.562,0.338,0.125,0.0,0.0933,0.265,122.099,0
"How Do You Want It (ft. KC, Jojo)",2Pac,0.763,0.84,-3.704,0.0929,0.0346,0.0,0.0601,0.748,92.477,2
I Love My Bitch,Busta Rhymes,0.604,0.808,-5.805,0.314,0.0297,0.0,0.0493,0.688,193.894,0
Check Yo Self - Remix,Ice Cube,0.934,0.735,-6.668,0.251,0.031,8.6e-06,0.107,0.768,101.368,2
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,0.782,0.676,-6.144,0.324,0.00786,1.17e-06,0.141,0.878,158.162,2
Da Rockwilder,Method Man,0.612,0.659,-6.995,0.406,0.0137,0.0,0.417,0.393,99.137,0
Dangerous,Ying Yang Twins,0.8,0.783,-3.872,0.0966,0.169,0.0,0.206,0.889,114.995,2
Forgot About Dre,Dr. Dre,0.925,0.737,-1.292,0.0777,0.092,0.0,0.169,0.603,133.946,2
Straight To The Bank,50 Cent,0.642,0.846,-3.856,0.423,0.112,0.0,0.045,0.519,179.548,0
Stand Up,Ludacris,0.751,0.84,-4.855,0.349,0.367,0.0,0.0916,0.801,99.057,2
Bitch Please,Snoop Dogg,0.863,0.771,-2.77,0.19,0.00954,0.0,0.288,0.812,95.029,2
Muthaf**ka Up,Tyga,0.59,0.542,-7.849,0.329,0.00152,0.0,0.364,0.48,122.482,0
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461,2
Without Me,Eminem,0.919,0.657,-2.823,0.0907,0.00293,0.0,0.356,0.659,112.23,2
Ayo Technology,50 Cent,0.63,0.782,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144,0
"One, Two Step (feat. Missy Elliott)",Ciara,0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,2
How Come,D12,0.75,0.851,-2.197,0.202,0.256,0.0,0.215,0.54,90.001,2
Lose My Breath,Destiny's Child,0.814,0.899,-5.958,0.0637,0.00727,0.219,0.0979,0.545,119.011,0
How We Do,The Game,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,2
Who Am I (What's My Name)?,Snoop Dogg,0.692,0.833,-3.974,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,2
It's Like That,Mariah Carey,0.8,0.633,-4.875,0.0514,0.0901,0.0,0.0315,0.836,95.953,2
You Don't Know,Eminem,0.767,0.864,-1.847,0.133,0.0116,0.0,0.0957,0.747,85.475,2
Ignition - Remix,R. Kelly,0.778,0.549,-6.144,0.0473,0.0549,0.0,0.0724,0.802,133.041,2
It Was A Good Day,Ice Cube,0.78,0.754,-5.377,0.0952,0.135,0.034,0.0467,0.81,82.394,2
Faded,Tyga,0.84,0.642,-8.768,0.257,0.0191,0.0,0.322,0.325,95.058,0
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497,0
21 Questions,50 Cent,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,2
'Till I Collapse,Eminem,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,0
Gin N Juice (feat. Dat Nigga Daz),Snoop Dogg,0.549,0.853,-4.293,0.188,0.0285,0.000296,0.618,0.346,94.695,0
Goodies (feat. Petey Pablo),Ciara,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,2
Homecoming,Kanye West,0.667,0.747,-7.059,0.189,0.337,0.0,0.115,0.918,86.917,2
Where The Hood At,DMX,0.537,0.948,-3.08,0.38,0.158,0.0,0.356,0.761,186.057,0
X,Xzibit,0.935,0.608,-5.583,0.233,0.102,0.0,0.0891,0.829,96.913,2
Hypnotize - 2007 Remaster,The Notorious B.I.G.,0.895,0.694,-4.384,0.275,0.176,0.0,0.292,0.632,93.944,2
Ransom,Lil Tecca,0.745,0.642,-6.257,0.287,0.0204,0.0,0.0658,0.226,179.974,0
Ruff Ryders' Anthem - Re-Recorded,DMX,0.867,0.796,-4.73,0.0693,0.202,0.0,0.0838,0.776,92.766,2
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,0.701,0.728,-4.554,0.255,0.00971,0.00115,0.361,0.0591,171.388,0
Hate It Or Love It,The Game,0.796,0.782,-4.805,0.21,0.146,0.0,0.13,0.418,99.978,0
HeadBand (feat. 2 Chainz),B.o.B,0.92,0.472,-7.941,0.333,0.166,0.0,0.068,0.308,97.463,0
Jump Around,House Of Pain,0.854,0.71,-6.32,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,2
If I Can't,50 Cent,0.886,0.626,-2.528,0.277,0.265,0.0,0.024,0.856,93.989,2
HUMBLE.,Kendrick Lamar,0.905,0.596,-7.496,0.118,0.000339,2.05e-05,0.0897,0.422,149.996,0
On Fire,Lloyd Banks,0.759,0.825,-4.289,0.22,0.0923,0.00057,0.24,0.429,94.857,0
We Fly High,Jim Jones,0.684,0.797,-6.61,0.295,0.0809,0.0,0.0966,0.482,120.177,0
I Don't Dance - Album Edit,DMX,0.665,0.941,-4.86,0.195,0.0882,0.0,0.0664,0.532,103.096,0
I Like That,Houston,0.798,0.497,-3.955,0.111,0.0161,0.0,0.289,0.383,106.982,0
Mockingbird,Eminem,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,0
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,2
Chain Hang Low,Jibbs,0.792,0.589,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147,2
Teach Me How to Dougie,Cali Swag District,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013,2
Get Low,Lil Jon & The East Side Boyz,0.521,0.625,-7.47,0.067,0.0301,0.0,0.121,0.136,101.019,0
Kush - Main,Dr. Dre,0.424,0.866,-6.171,0.2,0.000859,0.000139,0.0869,0.426,190.276,0
Why We Thugs,Ice Cube,0.755,0.604,-5.436,0.417,0.382,0.0,0.125,0.663,98.458,2
Gold Digger,Kanye West,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,2
Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,2
I'm Better (feat. Lamb),Missy Elliott,0.926,0.354,-10.773,0.511,0.374,0.0,0.49,0.561,105.005,2
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,0.648,0.759,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,0
Right Thurr,Chingy,0.866,0.749,-3.977,0.253,0.15,0.0,0.0614,0.891,92.074,2
Shake Ya Ass,Mystikal,0.914,0.607,-5.658,0.32,0.0626,0.0,0.0515,0.666,98.054,2
Like This,MiMS,0.788,0.659,-6.984,0.278,0.0259,0.0,0.202,0.67,97.147,2
Look At Me Now,Chris Brown,0.764,0.694,-5.745,0.189,0.0439,3.67e-06,0.18,0.581,146.075,2
Low (feat. T-Pain),Flo Rida,0.87,0.693,-4.571,0.0593,0.0624,0.0,0.153,0.37,128.029,0
Ghetto Gospel,2Pac,0.794,0.614,-5.352,0.0467,0.0964,0.0,0.0789,0.663,80.569,2
The Real Slim Shady,Eminem,0.948,0.656,-4.34,0.0606,0.0287,0.0,0.0472,0.77,104.495,2
Candy Shop,50 Cent,0.609,0.588,-7.992,0.481,0.0305,0.000142,0.369,0.797,128.763,2
Disco Inferno,50 Cent,0.92,0.657,-5.471,0.25,0.26,0.000571,0.291,0.675,96.95,2
Salt Shaker,Ying Yang Twins,0.884,0.697,-6.022,0.128,0.0509,0.0,0.094,0.322,101.965,0
Moves,Big Sean,0.808,0.534,-6.123,0.283,0.0417,0.0,0.136,0.354,75.5,0
This Is Why I'm Hot,MiMS,0.621,0.6,-6.349,0.576,0.277,0.0,0.495,0.485,80.021,0
Straight Outta Compton - Extended Mix / Edit,N.W.A.,0.773,0.947,-5.824,0.249,0.117,0.0,0.44,0.464,102.146,0
Nasty,Nas,0.486,0.899,-5.98,0.392,0.0333,0.0,0.106,0.734,102.729,2
Hot In Herre,Nelly,0.955,0.728,-4.862,0.122,0.219,0.0,0.0612,0.922,107.082,2
No Diggity,Blackstreet,0.865,0.65,-4.617,0.207,0.324,0.0,0.133,0.715,88.663,2
Ambitionz Az A Ridah,2Pac,0.801,0.908,-6.554,0.221,0.00253,0.000655,0.0698,0.805,87.279,2
Started From the Bottom,Drake,0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307,2
Fuck Tha Police,N.W.A.,0.859,0.75,-8.325,0.303,0.0193,0.0,0.0538,0.857,98.691,2
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,0.886,0.62,-5.854,0.307,0.082,0.0,0.1,0.6,76.035,2
P.I.M.P.,50 Cent,0.684,0.773,-3.05,0.351,0.0521,1.49e-05,0.0328,0.873,78.66,2
Always On Time,Ja Rule,0.84,0.706,-6.104,0.2,0.208,0.0,0.241,0.839,96.673,2
Whatever You Like,T.I.,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053,0
Bottoms Up (feat. Nicki Minaj),Trey Songz,0.845,0.601,-5.283,0.161,0.0205,0.0,0.385,0.329,74.008,0
Hustlin',Rick Ross,0.502,0.652,-7.224,0.3,0.0849,0.0,0.0675,0.649,136.04,0
Drop It Like It's Hot,Snoop Dogg,0.892,0.628,-3.832,0.216,0.169,0.0,0.102,0.676,92.063,2
Break Ya Neck,Busta Rhymes,0.826,0.79,-7.555,0.242,0.463,0.00251,0.0614,0.739,83.014,2
Big Poppa - 2005 Remaster,The Notorious B.I.G.,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,2
Put On,Jeezy,0.653,0.77,-6.091,0.0353,0.00342,0.0,0.0887,0.272,137.616,0
W.T.P.,Eminem,0.77,0.937,-2.327,0.247,0.0319,0.0,0.348,0.685,95.011,2
Regulate,Warren G,0.832,0.588,-10.88,0.248,0.4,0.0,0.104,0.716,95.309,2
Money Maker,Ludacris,0.551,0.598,-6.79,0.27,0.15,0.0,0.299,0.612,78.756,2
Get Ur Freak On,Missy Elliott,0.78,0.787,-6.653,0.209,0.533,0.134,0.122,0.668,177.835,2
Remember the Name (feat. Styles of Beyond),Fort Minor,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,2
Party Like A Rock Star,Shop Boyz,0.619,0.709,-4.633,0.0395,0.00558,0.0,0.507,0.68,144.972,0
Hands Up,Lloyd Banks,0.799,0.878,-2.282,0.219,0.077,0.0,0.51,0.594,95.0,2
Let Me Blow Ya Mind,Eve,0.905,0.559,-4.237,0.11,0.249,0.0,0.0646,0.887,90.031,2
Ridin',Chamillionaire,0.788,0.798,-4.68,0.0997,0.189,0.0,0.3,0.836,143.051,2
"Shake Ya Tailfeather - Nelly, P. Diddy, Murphy Lee",Diddy,0.671,0.782,-5.4,0.272,0.207,0.0,0.174,0.905,87.649,2
Hotel (feat. R. Kelly),Cassidy,0.676,0.652,-6.846,0.204,0.103,0.0,0.113,0.416,91.231,0
Swang,Rae Sremmurd,0.681,0.314,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992,0
Ms. Jackson,Outkast,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948,2
Freek-A-Leek,Petey Pablo,0.756,0.691,-3.718,0.178,0.0744,0.0,0.364,0.632,104.999,2
Congratulations,Post Malone,0.63,0.804,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146,0
Throw Myself A Party,Cashmere Cat,0.626,0.64,-5.133,0.0525,0.195,0.0,0.147,0.516,136.072,0
Let's Go (feat. Big D & Twista),Trick Daddy,0.748,0.767,-7.806,0.172,0.0267,0.0,0.334,0.519,133.929,0
"My Neck, My Back (Lick It)",Khia,0.853,0.7,-2.05,0.117,0.0293,0.0,0.0574,0.741,102.069,2
Tipsy - Radio Mix,J-Kwon,0.925,0.748,-5.572,0.278,0.0484,0.0,0.101,0.615,92.978,2
Jump,Kris Kross,0.749,0.745,-10.625,0.164,0.000501,0.00403,0.333,0.481,101.972,0
Trouble On My Mind,Pusha T,0.655,0.794,-6.195,0.374,0.11,2.75e-05,0.307,0.591,172.206,0
Just A Lil Bit,50 Cent,0.689,0.66,-7.687,0.321,0.0418,0.00573,0.272,0.528,96.942,0
Fight Music,D12,0.75,0.849,-3.097,0.264,0.0803,0.0,0.333,0.771,89.501,2
Work It,Missy Elliott,0.884,0.677,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868,2
Wait (The Whisper Song),Ying Yang Twins,0.933,0.513,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017,2
Bring Em Out - Amended,T.I.,0.764,0.875,-4.27,0.273,0.0432,0.0,0.236,0.573,98.565,2
There It Go (The Whistle Song),Juelz Santana,0.942,0.892,-6.363,0.196,0.023,0.000897,0.264,0.595,100.007,2
Window Shopper,50 Cent,0.534,0.671,-5.023,0.195,0.0504,0.0,0.362,0.422,174.292,0
Wop (Official Version),J. Dash,0.836,0.817,-5.672,0.0677,0.00968,0.0,0.114,0.647,112.007,2
Gravel Pit,Wu-Tang Clan,0.785,0.733,-8.67,0.251,0.306,0.0,0.272,0.546,120.938,2
Yeah!,Usher,0.895,0.795,-4.693,0.0977,0.0219,0.0,0.0403,0.574,105.004,2
You're a Jerk,New Boyz,0.931,0.456,-6.206,0.348,0.153,0.0,0.0914,0.522,99.048,2
Crank That (Soulja Boy),Soulja Boy,0.74,0.722,-2.149,0.0791,0.515,0.0,0.074,0.841,140.139,2
Shake That,Eminem,0.964,0.642,-5.831,0.109,0.0543,3.68e-05,0.158,0.547,107.006,2
My Band,D12,0.848,0.854,-3.305,0.0845,0.47,2.29e-06,0.106,0.876,120.024,2
Bad Boy for Life,Diddy,0.669,0.829,-3.801,0.49,0.179,0.0,0.241,0.61,118.934,2
All Eyez On Me (ft. Big Syke),2Pac,0.873,0.719,-5.948,0.248,0.03,0.0,0.333,0.858,93.281,2
Dance (A$$) Remix,Big Sean,0.787,0.73,-6.788,0.35,0.0276,0.00157,0.0828,0.739,159.825,2
Gangsta Nation,Westside Connection,0.843,0.7,-3.249,0.26,0.127,0.0,0.876,0.675,95.05,2
Writer's Block (feat. Eminem),"Royce Da 5'9""",0.459,0.705,-5.952,0.126,0.000409,1.52e-06,0.308,0.206,157.212,0
Fu-Gee-La,Fugees,0.681,0.505,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,0
"Nuthin' But A ""G"" Thang",Dr. Dre,0.801,0.699,-8.18,0.279,0.00575,0.0,0.146,0.655,94.605,2
Been Around the World (feat. The Notorious B.I.G. & Mase) - 2014 Remaster,Diddy,0.749,0.814,-5.252,0.0744,0.00303,7.07e-05,0.33,0.853,99.597,2
Walk,Pantera,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242,2
Duality,Slipknot,0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,0
Chop Suey!,System Of A Down,0.42,0.929,-3.899,0.121,0.000353,0.000747,0.122,0.3,127.204,0
Enter Sandman,Metallica,0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257,0
The Trooper - 2015 Remaster,Iron Maiden,0.285,0.908,-4.601,0.0705,0.0318,0.00909,0.311,0.669,159.756,0
Paranoid,Black Sabbath,0.429,0.631,-11.514,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,0
Hail to the King,Avenged Sevenfold,0.58,0.916,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004,2
Under and Over It,Five Finger Death Punch,0.468,0.996,-3.027,0.179,1.41e-05,0.0,0.26,0.094,75.978,0
Du hast,Rammstein,0.64,0.922,-6.283,0.0385,0.00369,0.055,0.332,0.716,125.105,2
Raining Blood,Slayer,0.227,0.995,-4.361,0.173,0.000405,0.393,0.127,0.0363,87.499,0
Master Of Puppets,Metallica,0.543,0.836,-9.11,0.0353,0.000647,0.431,0.153,0.56,105.173,0
The Beautiful People,Marilyn Manson,0.621,0.834,-10.068,0.0557,0.000779,0.456,0.0611,0.937,143.973,2
Freak On a Leash,Korn,0.353,0.898,-5.877,0.052,2.23e-05,0.105,0.39,0.525,103.293,0
Dragula,Rob Zombie,0.591,0.963,-6.489,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,0
Ace of Spades,Motörhead,0.329,0.974,-8.77,0.135,0.000852,0.000118,0.0904,0.234,140.862,0
Symphony Of Destruction,Megadeth,0.61,0.891,-5.452,0.0587,0.000805,0.0928,0.0657,0.51,139.903,0
A Warrior's Call,Volbeat,0.374,0.903,-4.49,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,0
Down with the Sickness,Disturbed,0.649,0.896,-2.704,0.056,0.000319,1.19e-05,0.102,0.924,90.009,2
Hellraiser - 30th Anniversary Edition,Ozzy Osbourne,0.624,0.934,-3.229,0.0436,0.00232,2.67e-05,0.106,0.411,96.038,0
Wait and Bleed,Slipknot,0.382,0.996,-4.119,0.104,0.00208,0.0,0.417,0.327,93.345,0
Stinkfist,TOOL,0.286,0.728,-6.608,0.0616,0.000174,0.836,0.133,0.467,171.441,0
Your Betrayal,Bullet For My Valentine,0.569,0.883,-4.41,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001,0
Laid to Rest,Lamb of God,0.359,0.959,-3.685,0.104,0.000216,0.00343,0.435,0.158,103.038,0
Die MF Die,Dope,0.657,0.96,-3.524,0.07,0.00169,0.000997,0.109,0.567,126.02,0
Sugar,System Of A Down,0.451,0.889,-2.693,0.261,0.00167,0.00215,0.258,0.586,131.073,0
Cowboys from Hell,Pantera,0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.082,0.437,114.816,0
Shadow Moses,Bring Me The Horizon,0.456,0.985,-2.949,0.207,0.000235,0.00368,0.103,0.183,143.006,0
South Of Heaven,Slayer,0.31,0.991,-3.769,0.316,0.000132,0.085,0.0969,0.0395,140.071,0
My Own Summer (Shove It),Deftones,0.443,0.781,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841,0
Painkiller,Judas Priest,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.268,0.101,103.16,0
Break Stuff,Limp Bizkit,0.432,0.884,-6.659,0.13,0.0127,0.000527,0.166,0.624,108.948,0
Looking Down the Barrel of Today,Hatebreed,0.487,0.987,-4.71,0.0812,0.000651,0.0506,0.284,0.499,180.065,0
Blood and Thunder,Mastodon,0.364,0.935,-6.548,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0
Roots Bloody Roots,Sepultura,0.428,0.874,-6.664,0.128,0.000337,0.0419,0.311,0.261,119.708,0
You Can't Bring Me Down,Suicidal Tendencies,0.272,0.958,-10.797,0.381,0.00195,4.63e-05,0.0915,0.0382,136.867,0
Dig,Mudvayne,0.623,0.983,-3.548,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0
Thunder Kiss '65,White Zombie,0.684,0.859,-9.772,0.0401,0.000587,0.00285,0.467,0.517,112.663,0
My Curse,Killswitch Engage,0.197,0.956,-2.908,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,0
Are You Dead Yet?,Children Of Bodom,0.461,0.961,-3.011,0.0479,6.39e-06,0.14,0.308,0.416,96.009,0
Only for the Weak,In Flames,0.458,0.909,-4.414,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0
Davidian,Machine Head,0.278,0.937,-6.952,0.168,0.000535,0.118,0.227,0.29,154.244,0
Madhouse,Anthrax,0.329,0.885,-10.661,0.0904,0.0242,0.00433,0.735,0.481,163.538,0
"Snap Your Fingers, Snap Your Neck",Prong,0.668,0.788,-6.752,0.0424,7.48e-05,0.108,0.0792,0.692,137.38,2
Replica,Fear Factory,0.574,0.943,-5.238,0.0769,3.69e-05,0.0317,0.366,0.72,112.009,2
War Eternal,Arch Enemy,0.445,0.98,-4.369,0.0731,2.45e-05,0.163,0.129,0.285,155.045,0
Dying in Your Arms,Trivium,0.449,0.934,-3.623,0.0535,2.7e-05,0.000113,0.0734,0.698,159.953,0
Biggest & The Best - Remastered version,Clawfinger,0.551,0.918,-5.205,0.0642,0.015,0.000622,0.093,0.6,170.399,0
I Wanna Rock,Twisted Sister,0.504,0.911,-2.97,0.0738,0.00512,0.0123,0.355,0.671,106.244,0
Stone the Crow,DOWN,0.444,0.911,-6.117,0.0398,0.0139,0.00955,0.0868,0.556,106.437,0
Twilight Of The Thunder God,Amon Amarth,0.374,0.92,-4.653,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,0
Stand My Ground,Within Temptation,0.251,0.866,-4.072,0.0503,0.0494,0.000873,0.116,0.129,87.714,0
Carrion,Parkway Drive,0.228,0.969,-4.07,0.1,0.000275,0.0,0.0982,0.428,155.212,0
L'enfant sauvage,Gojira,0.143,0.995,-5.698,0.185,0.000146,0.438,0.364,0.079,87.803,0
Ritual,Ghost,0.67,0.864,-5.2,0.0526,0.0901,2.58e-05,0.119,0.732,132.01,2
My Girlfriend's Girlfriend,Type O Negative,0.539,0.762,-6.908,0.0339,0.158,0.908,0.0648,0.661,114.08,0
Heaven's a Lie,Lacuna Coil,0.426,0.881,-3.458,0.0403,0.0011,0.00279,0.124,0.384,140.004,0
Halo,Soil,0.525,0.914,-4.183,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,0
Push It,Static-X,0.557,0.978,-3.965,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,0
Nemo,Nightwish,0.491,0.744,-6.306,0.0351,0.000158,0.000102,0.325,0.375,125.058,0
Panic Attack,Dream Theater,0.494,0.96,-5.478,0.126,3.93e-05,0.00519,0.113,0.127,125.969,0
"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi,0.366,0.174,-14.047,0.0384,0.963,1.11e-05,0.085,0.389,67.893,3
"La Traviata / Act 1: ""Libiamo ne'lieti calici""",Giuseppe Verdi,0.424,0.214,-17.688,0.0763,0.962,2.9e-05,0.681,0.282,113.211,3
"Turandot / Act 3: ""Nessun dorma!""",Giacomo Puccini,0.211,0.297,-12.519,0.0399,0.961,0.00366,0.349,0.0793,78.778,3
"La fille du régiment / Act 1: ""Ah! mes amis, quel jour de fête!""",Gaetano Donizetti,0.46,0.308,-14.879,0.0976,0.977,0.00134,0.185,0.472,81.618,3
"Gianni Schicchi: ""O mio babbino caro""",Giacomo Puccini,0.255,0.194,-18.924,0.044,0.979,0.375,0.678,0.0799,128.548,1
"Le nozze di Figaro, K. 492 / Act 3: ""Sull’aria ... Che soave zeffiretto""",Wolfgang Amadeus Mozart,0.245,0.0497,-24.792,0.0523,0.985,8.01e-06,0.395,0.104,103.021,3
Amazing Grace (Arr. William Ross),John Newton,0.156,0.146,-14.813,0.0344,0.924,0.00284,0.14,0.117,75.481,3
"Rigoletto / Act 1: ""Questa o quella""",Giuseppe Verdi,0.488,0.392,-14.517,0.0658,0.963,0.0,0.361,0.775,88.771,3
"Die Zauberflöte, K.620 / Act 2: ""Der Hölle Rache kocht in meinem Herzen""",Wolfgang Amadeus Mozart,0.549,0.108,-17.948,0.135,0.971,0.0195,0.114,0.265,71.029,3
"Tannhäuser, WWV 70 / Act 2: ""Dich, teure Halle, grüß ich wieder""",Richard Wagner,0.237,0.233,-13.073,0.0488,0.983,0.000296,0.0856,0.0395,168.872,3
